Id,SalePrice
1461,129956.08
1462,154933.0
1463,182500.3
1464,183352.54
1465,196425.8
1466,184155.54
1467,167129.14
1468,176506.75
1469,180862.37
1470,119489.5
1471,200625.36
1472,94416.0
1473,96879.5
1474,154929.5
1475,147257.19
1476,371354.32
1477,249803.73
1478,306876.31
1479,253868.53
1480,449328.09
1481,304759.41
1482,209044.06
1483,178748.01
1484,177234.23
1485,172660.42
1486,202059.1
1487,326640.97
1488,236468.27
1489,212868.36
1490,196180.31
1491,191448.15
1492,98346.96
1493,167639.82
1494,294287.0
1495,300026.36
1496,235006.79
1497,195073.41
1498,155582.48
1499,153972.66
1500,151038.43
1501,172526.32
1502,170103.27
1503,297920.48
1504,225050.0
1505,214171.07
1506,186493.48
1507,222599.48
1508,193411.12
1509,162751.5
1510,152091.37
1511,153322.5
1512,168719.05
1513,149692.91
1514,162385.0
1515,183073.7
1516,156698.17
1517,154810.87
1518,130362.87
1519,224605.48
1520,139549.5
1521,148667.0
1522,162894.24
1523,115925.91
1524,124271.54
1525,125533.4
1526,131062.5
1527,105855.27
1528,128951.0
1529,142401.0
1530,167159.5
1531,123838.34
1532,105873.5
1533,144251.25
1534,115262.84
1535,160987.5
1536,114136.2
1537,73411.33
1538,179354.95
1539,234470.6
1540,113182.37
1541,150688.25
1542,143937.84
1543,219905.38
1544,80577.48
1545,102466.83
1546,123692.52
1547,136526.34
1548,138927.0
1549,115926.6
1550,142239.26
1551,116930.09
1552,145614.37
1553,144329.15
1554,113837.95
1555,171823.0
1556,98136.22
1557,128378.2
1558,94823.0
1559,118493.14
1560,153628.58
1561,158402.24
1562,125412.91
1563,125647.6
1564,162008.46
1565,153118.49
1566,214251.58
1567,79340.8
1568,220569.48
1569,143039.32
1570,126530.75
1571,131365.92
1572,145481.12
1573,238323.28
1574,122656.14
1575,210843.0
1576,210450.0
1577,206033.21
1578,152578.67
1579,140420.04
1580,192367.1
1581,144512.4
1582,129756.6
1583,329433.43
1584,239933.67
1585,139903.0
1586,76676.44
1587,102056.93
1588,152992.24
1589,103081.5
1590,131610.5
1591,107285.58
1592,124479.85
1593,117104.35
1594,137684.51
1595,122866.57
1596,234657.0
1597,162072.63
1598,181739.77
1599,216895.64
1600,194496.46
1601,80951.33
1602,117765.6
1603,91044.74
1604,276046.03
1605,247405.57
1606,168124.0
1607,163800.27
1608,218514.58
1609,200593.61
1610,160670.8
1611,151837.51
1612,159215.31
1613,168591.41
1614,124035.35
1615,87812.0
1616,82017.93
1617,88314.11
1618,128485.0
1619,133581.32
1620,156585.84
1621,139431.6
1622,153336.96
1623,295290.23
1624,215336.74
1625,132404.83
1626,170692.5
1627,186292.35
1628,286517.84
1629,175313.99
1630,350383.76
1631,216707.06
1632,244460.73
1633,169407.6
1634,184536.5
1635,178622.15
1636,162949.34
1637,174975.88
1638,214438.68
1639,179983.0
1640,249732.55
1641,182756.0
1642,222440.57
1643,218875.23
1644,218541.02
1645,177822.82
1646,155241.37
1647,163892.91
1648,144204.75
1649,140273.87
1650,122372.16
1651,124023.66
1652,92258.0
1653,98934.25
1654,156965.0
1655,162094.3
1656,151303.0
1657,155538.0
1658,152804.75
1659,149402.9
1660,147024.33
1661,440253.67
1662,387327.59
1663,374372.61
1664,449815.63
1665,313445.81
1666,329888.27
1667,350289.6
1668,326956.88
1669,302154.93
1670,333640.42
1671,261360.2
1672,469590.18
1673,304562.19
1674,249751.35
1675,190718.18
1676,193679.11
1677,212511.66
1678,474902.83
1679,381191.08
1680,325828.2
1681,274440.27
1682,301855.98
1683,185491.01
1684,173017.13
1685,175603.0
1686,168927.37
1687,167781.3
1688,184684.49
1689,186750.99
1690,182051.73
1691,172846.05
1692,270178.76
1693,171224.01
1694,184479.0
1695,169893.4
1696,262783.13
1697,172750.57
1698,349658.66
1699,326906.89
1700,245122.95
1701,264680.37
1702,252361.38
1703,253328.94
1704,294347.68
1705,239145.9
1706,443487.24
1707,221530.53
1708,218681.59
1709,281067.13
1710,226618.97
1711,263507.7
1712,237363.14
1713,248060.65
1714,227239.72
1715,203072.5
1716,169974.72
1717,160837.73
1718,139072.75
1719,205471.35
1720,249610.67
1721,163413.12
1722,127869.84
1723,153852.37
1724,215154.83
1725,232384.11
1726,186562.0
1727,173747.42
1728,189836.45
1729,165989.93
1730,154779.99
1731,121869.91
1732,134679.46
1733,127803.1
1734,135068.05
1735,132217.0
1736,114548.21
1737,364756.85
1738,217544.01
1739,269252.84
1740,187632.67
1741,181660.3
1742,171234.82
1743,174680.5
1744,321363.71
